Species 1,Species 2,Mole frac species 1,Mole frac species 2,deltaH,Temp (K)
BeF2,CsF,0.51,0.49,-38874.68,1200
BeF2,CsF,0.5,0.5,-39259.62,1200
BeF2,CsF,0.49,0.51,-39593.66,1200
BeF2,CsF,0.48,0.52,-39867.7,1200
BeF2,CsF,0.47,0.53,-40071.45,1200
BeF2,CsF,0.46,0.54,-40194.55,1200
BeF2,CsF,0.45,0.55,-40228.66,1200
BeF2,CsF,0.44,0.56,-40169.68,1200
BeF2,CsF,0.43,0.57,-40019.21,1200
BeF2,CsF,0.42,0.58,-39784.08,1200
BeF2,CsF,0.41,0.59,-39474.31,1200
BeF2,CsF,0.4,0.6,-39100.65,1200
BeF2,CsF,0.39,0.61,-38673,1200
BeF2,CsF,0.38,0.62,-38199.6,1200
BeF2,CsF,0.37,0.63,-37687.01,1200
BeF2,CsF,0.36,0.64,-37140.28,1200
BeF2,CsF,0.35,0.65,-36563.24,1200
BeF2,CsF,0.34,0.66,-35958.69,1200
BeF2,CsF,0.33,0.67,-35328.64,1200
BeF2,CsF,0.32,0.68,-34674.36,1200
BeF2,CsF,0.31,0.69,-33996.49,1200
BeF2,CsF,0.3,0.7,-33295.05,1200
BeF2,CsF,0.29,0.71,-32569.54,1200
BeF2,CsF,0.28,0.72,-31818.94,1200
BeF2,CsF,0.27,0.73,-31041.85,1200
BeF2,CsF,0.26,0.74,-30236.64,1200
BeF2,CsF,0.25,0.75,-29401.62,1200
BeF2,CsF,0.24,0.76,-28535.28,1200
BeF2,CsF,0.23,0.77,-27636.52,1200
BeF2,CsF,0.22,0.78,-26704.79,1200
BeF2,CsF,0.21,0.79,-25740.21,1200
BeF2,CsF,0.2,0.8,-24743.49,1200
BeF2,CsF,0.19,0.81,-23715.9,1200
BeF2,CsF,0.18,0.82,-22659.03,1200
BeF2,CsF,0.17,0.83,-21574.72,1200
BeF2,CsF,0.16,0.84,-20464.8,1200
BeF2,CsF,0.15,0.85,-19331.06,1200
BeF2,CsF,0.14,0.86,-18175.13,1200
BeF2,CsF,0.13,0.87,-16998.4,1200
BeF2,CsF,0.12,0.88,-15802.07,1200
BeF2,CsF,0.11,0.89,-14587.08,1200
BeF2,CsF,0.1,0.9,-13354.12,1200
BeF2,CsF,0.09,0.91,-12103.67,1200
BeF2,CsF,0.08,0.92,-10835.95,1200
BeF2,CsF,0.07,0.93,-9550.96,1200
BeF2,CsF,0.06,0.94,-8248.45,1200
BeF2,CsF,0.05,0.95,-6927.84,1200
BeF2,CsF,0.04,0.96,-5588.23,1200
BeF2,CsF,0.03,0.97,-4228.24,1200
BeF2,CsF,0.02,0.98,-2845.84,1200
BeF2,CsF,0.01,0.99,-1438,1200
BeF2,CsF,0,1,0,1200
BeF2,LaF3,1,0,-12.88,1200
BeF2,LaF3,0.99,0.01,-84.11,1200
BeF2,LaF3,0.98,0.02,-152.86,1200
BeF2,LaF3,0.97,0.03,-219.15,1200
BeF2,LaF3,0.96,0.04,-282.98,1200
BeF2,LaF3,0.95,0.05,-344.37,1200
BeF2,LaF3,0.94,0.06,-403.33,1200
BeF2,LaF3,0.93,0.07,-459.89,1200
BeF2,LaF3,0.92,0.08,-514.06,1200
BeF2,LaF3,0.91,0.09,-565.86,1200
BeF2,LaF3,0.9,0.1,-615.33,1200
BeF2,LaF3,0.89,0.11,-662.48,1200
BeF2,LaF3,0.88,0.12,-707.35,1200
BeF2,LaF3,0.87,0.13,-749.96,1200
BeF2,LaF3,0.86,0.14,-790.35,1200
BeF2,LaF3,0.85,0.15,-828.54,1200
BeF2,LaF3,0.84,0.16,-864.58,1200
BeF2,LaF3,0.83,0.17,-898.48,1200
BeF2,LaF3,0.82,0.18,-930.3,1200
BeF2,LaF3,0.81,0.19,-960.07,1200
BeF2,LaF3,0.8,0.2,-987.81,1200
BeF2,LaF3,0.79,0.21,-1013.59,1200
BeF2,LaF3,0.78,0.22,-1037.42,1200
BeF2,LaF3,0.77,0.23,-1059.35,1200
BeF2,LaF3,0.76,0.24,-1079.42,1200
BeF2,LaF3,0.75,0.25,-1097.67,1200
BeF2,LaF3,0.74,0.26,-1114.14,1200
BeF2,LaF3,0.73,0.27,-1128.87,1200
BeF2,LaF3,0.72,0.28,-1141.91,1200
BeF2,LaF3,0.71,0.29,-1153.28,1200
BeF2,LaF3,0.7,0.3,-1163.03,1200
BeF2,LaF3,0.69,0.31,-1171.2,1200
BeF2,LaF3,0.68,0.32,-1177.83,1200
BeF2,LaF3,0.67,0.33,-1182.97,1200
BeF2,LaF3,0.66,0.34,-1186.64,1200
BeF2,LaF3,0.65,0.35,-1188.89,1200
BeF2,LaF3,0.64,0.36,-1189.77,1200
BeF2,LaF3,0.63,0.37,-1189.29,1200
BeF2,LaF3,0.62,0.38,-1187.52,1200
BeF2,LaF3,0.61,0.39,-1184.47,1200
BeF2,LaF3,0.6,0.4,-1180.2,1200
BeF2,LaF3,0.59,0.41,-1174.73,1200
BeF2,LaF3,0.58,0.42,-1168.1,1200
BeF2,LaF3,0.57,0.43,-1160.35,1200
BeF2,LaF3,0.56,0.44,-1151.52,1200
BeF2,LaF3,0.55,0.45,-1141.63,1200
BeF2,LaF3,0.54,0.46,-1130.73,1200
BeF2,LaF3,0.53,0.47,-1118.84,1200
BeF2,LaF3,0.52,0.48,-1106,1200
BeF2,LaF3,0.51,0.49,-1092.24,1200
BeF2,LaF3,0.5,0.5,-1077.59,1200
BeF2,LaF3,0.49,0.51,-1062.1,1200
BeF2,LaF3,0.48,0.52,-1045.77,1200
BeF2,LaF3,0.47,0.53,-1028.66,1200
BeF2,LaF3,0.46,0.54,-1010.78,1200
BeF2,LaF3,0.45,0.55,-992.17,1200
BeF2,LaF3,0.44,0.56,-972.86,1200
BeF2,LaF3,0.43,0.57,-952.87,1200
BeF2,LaF3,0.42,0.58,-932.24,1200
BeF2,LaF3,0.41,0.59,-910.99,1200
BeF2,LaF3,0.4,0.6,-889.15,1200
BeF2,LaF3,0.39,0.61,-866.75,1200
BeF2,LaF3,0.38,0.62,-843.82,1200
BeF2,LaF3,0.37,0.63,-820.37,1200
BeF2,LaF3,0.36,0.64,-796.45,1200
BeF2,LaF3,0.35,0.65,-772.08,1200
BeF2,LaF3,0.34,0.66,-747.28,1200
BeF2,LaF3,0.33,0.67,-722.07,1200
BeF2,LaF3,0.32,0.68,-696.5,1200
BeF2,LaF3,0.31,0.69,-670.58,1200
BeF2,LaF3,0.3,0.7,-644.34,1200
BeF2,LaF3,0.29,0.71,-617.81,1200
BeF2,LaF3,0.28,0.72,-591.01,1200
BeF2,LaF3,0.27,0.73,-563.98,1200
BeF2,LaF3,0.26,0.74,-536.74,1200
BeF2,LaF3,0.25,0.75,-509.32,1200
BeF2,LaF3,0.24,0.76,-481.76,1200
BeF2,LaF3,0.23,0.77,-454.07,1200
BeF2,LaF3,0.22,0.78,-426.3,1200
BeF2,LaF3,0.21,0.79,-398.48,1200
BeF2,LaF3,0.2,0.8,-370.65,1200
BeF2,LaF3,0.19,0.81,-342.84,1200
BeF2,LaF3,0.18,0.82,-315.09,1200
BeF2,LaF3,0.17,0.83,-287.45,1200
BeF2,LaF3,0.16,0.84,-259.96,1200
BeF2,LaF3,0.15,0.85,-232.68,1200
BeF2,LaF3,0.14,0.86,-205.67,1200
BeF2,LaF3,0.13,0.87,-179,1200
BeF2,LaF3,0.12,0.88,-152.73,1200
BeF2,LaF3,0.11,0.89,-126.96,1200
BeF2,LaF3,0.1,0.9,-101.8,1200
BeF2,LaF3,0.09,0.91,-77.38,1200
BeF2,LaF3,0.08,0.92,-53.86,1200
BeF2,LaF3,0.07,0.93,-31.44,1200
BeF2,LaF3,0.06,0.94,-10.41,1200
BeF2,LaF3,0.05,0.95,8.85,1200
BeF2,LaF3,0.04,0.96,25.73,1200
BeF2,LaF3,0.03,0.97,39.28,1200
BeF2,LaF3,0.02,0.98,47.65,1200
BeF2,LaF3,0.01,0.99,46.19,1200
BeF2,LaF3,0,1,0,1200
BeF2,LiF,1,0,-12.88,1200
BeF2,LiF,0.99,0.01,290.05,1200
BeF2,LiF,0.98,0.02,576.84,1200
BeF2,LiF,0.97,0.03,847.58,1200
BeF2,LiF,0.96,0.04,1102.38,1200
BeF2,LiF,0.95,0.05,1341.34,1200
BeF2,LiF,0.94,0.06,1564.59,1200
BeF2,LiF,0.93,0.07,1772.25,1200
BeF2,LiF,0.92,0.08,1964.46,1200
BeF2,LiF,0.91,0.09,2141.36,1200
BeF2,LiF,0.9,0.1,2303.1,1200
BeF2,LiF,0.89,0.11,2449.85,1200
BeF2,LiF,0.88,0.12,2581.76,1200
BeF2,LiF,0.87,0.13,2699.02,1200
BeF2,LiF,0.86,0.14,2801.82,1200
BeF2,LiF,0.85,0.15,2890.34,1200
BeF2,LiF,0.84,0.16,2964.79,1200
BeF2,LiF,0.83,0.17,3025.38,1200
BeF2,LiF,0.82,0.18,3072.34,1200
BeF2,LiF,0.81,0.19,3105.89,1200
BeF2,LiF,0.8,0.2,3126.27,1200
BeF2,LiF,0.79,0.21,3133.74,1200
BeF2,LiF,0.78,0.22,3128.56,1200
BeF2,LiF,0.77,0.23,3110.99,1200
BeF2,LiF,0.76,0.24,3081.32,1200
BeF2,LiF,0.75,0.25,3039.84,1200
BeF2,LiF,0.74,0.26,2986.86,1200
BeF2,LiF,0.73,0.27,2922.69,1200
BeF2,LiF,0.72,0.28,2847.65,1200
BeF2,LiF,0.71,0.29,2762.08,1200
BeF2,LiF,0.7,0.3,2666.35,1200
BeF2,LiF,0.69,0.31,2560.81,1200
BeF2,LiF,0.68,0.32,2445.83,1200
BeF2,LiF,0.67,0.33,2321.83,1200
BeF2,LiF,0.66,0.34,2189.2,1200
BeF2,LiF,0.65,0.35,2048.36,1200
BeF2,LiF,0.64,0.36,1899.76,1200
BeF2,LiF,0.63,0.37,1743.86,1200
BeF2,LiF,0.62,0.38,1581.12,1200
BeF2,LiF,0.61,0.39,1412.03,1200
BeF2,LiF,0.6,0.4,1237.11,1200
BeF2,LiF,0.59,0.41,1056.89,1200
BeF2,LiF,0.58,0.42,871.91,1200
BeF2,LiF,0.57,0.43,682.73,1200
BeF2,LiF,0.56,0.44,489.95,1200
BeF2,LiF,0.55,0.45,294.15,1200
BeF2,LiF,0.54,0.46,95.97,1200
BeF2,LiF,0.53,0.47,-103.97,1200
BeF2,LiF,0.52,0.48,-305.02,1200
BeF2,LiF,0.51,0.49,-506.51,1200
BeF2,LiF,0.5,0.5,-707.8,1200
BeF2,LiF,0.49,0.51,-908.21,1200
BeF2,LiF,0.48,0.52,-1107.09,1200
BeF2,LiF,0.47,0.53,-1303.79,1200
BeF2,LiF,0.46,0.54,-1497.68,1200
BeF2,LiF,0.45,0.55,-1688.14,1200
BeF2,LiF,0.44,0.56,-1874.59,1200
BeF2,LiF,0.43,0.57,-2056.46,1200
BeF2,LiF,0.42,0.58,-2233.18,1200
BeF2,LiF,0.41,0.59,-2404.19,1200
BeF2,LiF,0.4,0.6,-2568.89,1200
BeF2,LiF,0.39,0.61,-2726.59,1200
BeF2,LiF,0.38,0.62,-2876.56,1200
BeF2,LiF,0.37,0.63,-3017.91,1200
BeF2,LiF,0.36,0.64,-3149.68,1200
BeF2,LiF,0.35,0.65,-3270.83,1200
BeF2,LiF,0.34,0.66,-3380.33,1200
BeF2,LiF,0.33,0.67,-3477.27,1200
BeF2,LiF,0.32,0.68,-3560.93,1200
BeF2,LiF,0.31,0.69,-3630.86,1200
BeF2,LiF,0.3,0.7,-3686.85,1200
BeF2,LiF,0.29,0.71,-3728.96,1200
BeF2,LiF,0.28,0.72,-3757.39,1200
BeF2,LiF,0.27,0.73,-3772.49,1200
BeF2,LiF,0.26,0.74,-3774.66,1200
BeF2,LiF,0.25,0.75,-3764.29,1200
BeF2,LiF,0.24,0.76,-3741.78,1200
BeF2,LiF,0.23,0.77,-3707.52,1200
BeF2,LiF,0.22,0.78,-3661.84,1200
BeF2,LiF,0.21,0.79,-3605.03,1200
BeF2,LiF,0.2,0.8,-3537.35,1200
BeF2,LiF,0.19,0.81,-3459.03,1200
BeF2,LiF,0.18,0.82,-3370.25,1200
BeF2,LiF,0.17,0.83,-3271.15,1200
BeF2,LiF,0.16,0.84,-3161.85,1200
BeF2,LiF,0.15,0.85,-3042.45,1200
BeF2,LiF,0.14,0.86,-2912.98,1200
BeF2,LiF,0.13,0.87,-2773.49,1200
BeF2,LiF,0.12,0.88,-2623.96,1200
BeF2,LiF,0.11,0.89,-2464.36,1200
BeF2,LiF,0.1,0.9,-2294.63,1200
BeF2,LiF,0.09,0.91,-2114.68,1200
BeF2,LiF,0.08,0.92,-1924.37,1200
BeF2,LiF,0.07,0.93,-1723.55,1200
BeF2,LiF,0.06,0.94,-1512.02,1200
BeF2,LiF,0.05,0.95,-1289.52,1200
BeF2,LiF,0.04,0.96,-1055.76,1200
BeF2,LiF,0.03,0.97,-810.38,1200
BeF2,LiF,0.02,0.98,-552.98,1200
BeF2,LiF,0.01,0.99,-283.05,1200
BeF2,LiF,0,1,0,1200
BeF2,NaF,1,0,-12.88,1200
BeF2,NaF,0.99,0.01,-186.35,1200
BeF2,NaF,0.98,0.02,-376.59,1200
BeF2,NaF,0.97,0.03,-583.02,1200
BeF2,NaF,0.96,0.04,-805.05,1200
BeF2,NaF,0.95,0.05,-1042.1,1200
BeF2,NaF,0.94,0.06,-1293.61,1200
BeF2,NaF,0.93,0.07,-1559.01,1200
BeF2,NaF,0.92,0.08,-1837.71,1200
BeF2,NaF,0.91,0.09,-2129.17,1200
BeF2,NaF,0.9,0.1,-2432.83,1200
BeF2,NaF,0.89,0.11,-2748.12,1200
BeF2,NaF,0.88,0.12,-3074.51,1200
BeF2,NaF,0.87,0.13,-3411.44,1200
BeF2,NaF,0.86,0.14,-3758.39,1200
BeF2,NaF,0.85,0.15,-4114.82,1200
BeF2,NaF,0.84,0.16,-4480.2,1200
BeF2,NaF,0.83,0.17,-4854.01,1200
BeF2,NaF,0.82,0.18,-5235.73,1200
BeF2,NaF,0.81,0.19,-5624.86,1200
BeF2,NaF,0.8,0.2,-6020.89,1200
BeF2,NaF,0.79,0.21,-6423.32,1200
BeF2,NaF,0.78,0.22,-6831.65,1200
BeF2,NaF,0.77,0.23,-7245.41,1200
BeF2,NaF,0.76,0.24,-7664.09,1200
BeF2,NaF,0.75,0.25,-8087.23,1200
BeF2,NaF,0.74,0.26,-8514.34,1200
BeF2,NaF,0.73,0.27,-8944.96,1200
BeF2,NaF,0.72,0.28,-9378.62,1200
BeF2,NaF,0.71,0.29,-9814.85,1200
BeF2,NaF,0.7,0.3,-10253.19,1200
BeF2,NaF,0.69,0.31,-10693.18,1200
BeF2,NaF,0.68,0.32,-11134.36,1200
BeF2,NaF,0.67,0.33,-11576.27,1200
BeF2,NaF,0.66,0.34,-12018.44,1200
BeF2,NaF,0.65,0.35,-12460.42,1200
BeF2,NaF,0.64,0.36,-12901.73,1200
BeF2,NaF,0.63,0.37,-13341.9,1200
BeF2,NaF,0.62,0.38,-13780.44,1200
BeF2,NaF,0.61,0.39,-14216.87,1200
BeF2,NaF,0.6,0.4,-14650.67,1200
BeF2,NaF,0.59,0.41,-15081.32,1200
BeF2,NaF,0.58,0.42,-15508.27,1200
BeF2,NaF,0.57,0.43,-15930.94,1200
BeF2,NaF,0.56,0.44,-16348.72,1200
BeF2,NaF,0.55,0.45,-16760.96,1200
BeF2,NaF,0.54,0.46,-17166.93,1200
BeF2,NaF,0.53,0.47,-17565.85,1200
BeF2,NaF,0.52,0.48,-17956.86,1200
BeF2,NaF,0.51,0.49,-18338.96,1200
BeF2,NaF,0.5,0.5,-18711.04,1200
BeF2,NaF,0.49,0.51,-19071.77,1200
BeF2,NaF,0.48,0.52,-19419.6,1200
BeF2,NaF,0.47,0.53,-19752.67,1200
BeF2,NaF,0.46,0.54,-20068.71,1200
BeF2,NaF,0.45,0.55,-20364.89,1200
BeF2,NaF,0.44,0.56,-20637.68,1200
BeF2,NaF,0.43,0.57,-20882.63,1200
BeF2,NaF,0.42,0.58,-21094.09,1200
BeF2,NaF,0.41,0.59,-21265.11,1200
BeF2,NaF,0.4,0.6,-21387.35,1200
BeF2,NaF,0.39,0.61,-21451.77,1200
BeF2,NaF,0.38,0.62,-21450.01,1200
BeF2,NaF,0.37,0.63,-21376.92,1200
BeF2,NaF,0.36,0.64,-21232.74,1200
BeF2,NaF,0.35,0.65,-21023.58,1200
BeF2,NaF,0.34,0.66,-20759.35,1200
BeF2,NaF,0.33,0.67,-20450.69,1200
BeF2,NaF,0.32,0.68,-20106.85,1200
BeF2,NaF,0.31,0.69,-19734.79,1200
BeF2,NaF,0.3,0.7,-19339.33,1200
BeF2,NaF,0.29,0.71,-18923.53,1200
BeF2,NaF,0.28,0.72,-18489.17,1200
BeF2,NaF,0.27,0.73,-18037.16,1200
BeF2,NaF,0.26,0.74,-17567.72,1200
BeF2,NaF,0.25,0.75,-17080.67,1200
BeF2,NaF,0.24,0.76,-16575.54,1200
BeF2,NaF,0.23,0.77,-16051.67,1200
BeF2,NaF,0.22,0.78,-15508.36,1200
BeF2,NaF,0.21,0.79,-14944.97,1200
BeF2,NaF,0.2,0.8,-14361.04,1200
BeF2,NaF,0.19,0.81,-13756.38,1200
BeF2,NaF,0.18,0.82,-13131.16,1200
BeF2,NaF,0.17,0.83,-12486.01,1200
BeF2,NaF,0.16,0.84,-11821.98,1200
BeF2,NaF,0.15,0.85,-11140.51,1200
BeF2,NaF,0.14,0.86,-10443.38,1200
BeF2,NaF,0.13,0.87,-9732.53,1200
BeF2,NaF,0.12,0.88,-9009.99,1200
BeF2,NaF,0.11,0.89,-8277.76,1200
BeF2,NaF,0.1,0.9,-7537.72,1200
BeF2,NaF,0.09,0.91,-6791.59,1200
BeF2,NaF,0.08,0.92,-6040.9,1200
BeF2,NaF,0.07,0.93,-5287.01,1200
BeF2,NaF,0.06,0.94,-4531.1,1200
BeF2,NaF,0.05,0.95,-3774.16,1200
BeF2,NaF,0.04,0.96,-3017.06,1200
BeF2,NaF,0.03,0.97,-2260.53,1200
BeF2,NaF,0.02,0.98,-1505.17,1200
BeF2,NaF,0.01,0.99,-751.52,1200
BeF2,NaF,0,1,0,1200
BeF2,NdF3,1,0,-12.88,1200
BeF2,NdF3,0.99,0.01,-174.35,1200
BeF2,NdF3,0.98,0.02,-330.79,1200
BeF2,NdF3,0.97,0.03,-483.47,1200
BeF2,NdF3,0.96,0.04,-633.3,1200
BeF2,NdF3,0.95,0.05,-780.97,1200
BeF2,NdF3,0.94,0.06,-926.99,1200
BeF2,NdF3,0.93,0.07,-1071.74,1200
BeF2,NdF3,0.92,0.08,-1215.53,1200
BeF2,NdF3,0.91,0.09,-1358.6,1200
BeF2,NdF3,0.9,0.1,-1501.13,1200
BeF2,NdF3,0.89,0.11,-1643.28,1200
BeF2,NdF3,0.88,0.12,-1785.15,1200
BeF2,NdF3,0.87,0.13,-1926.82,1200
BeF2,NdF3,0.86,0.14,-2068.35,1200
BeF2,NdF3,0.85,0.15,-2209.78,1200
BeF2,NdF3,0.84,0.16,-2351.12,1200
BeF2,NdF3,0.83,0.17,-2492.36,1200
BeF2,NdF3,0.82,0.18,-2633.48,1200
BeF2,NdF3,0.81,0.19,-2774.42,1200
BeF2,NdF3,0.8,0.2,-2915.13,1200
BeF2,NdF3,0.79,0.21,-3055.54,1200
BeF2,NdF3,0.78,0.22,-3195.55,1200
BeF2,NdF3,0.77,0.23,-3335.06,1200
BeF2,NdF3,0.76,0.24,-3473.96,1200
BeF2,NdF3,0.75,0.25,-3612.12,1200
BeF2,NdF3,0.74,0.26,-3749.39,1200
BeF2,NdF3,0.73,0.27,-3885.64,1200
BeF2,NdF3,0.72,0.28,-4020.7,1200
BeF2,NdF3,0.71,0.29,-4154.4,1200
BeF2,NdF3,0.7,0.3,-4286.58,1200
BeF2,NdF3,0.69,0.31,-4417.05,1200
BeF2,NdF3,0.68,0.32,-4545.61,1200
BeF2,NdF3,0.67,0.33,-4672.08,1200
BeF2,NdF3,0.66,0.34,-4796.25,1200
BeF2,NdF3,0.65,0.35,-4917.91,1200
BeF2,NdF3,0.64,0.36,-5036.85,1200
BeF2,NdF3,0.63,0.37,-5152.85,1200
BeF2,NdF3,0.62,0.38,-5265.68,1200
BeF2,NdF3,0.61,0.39,-5375.12,1200
BeF2,NdF3,0.6,0.4,-5480.94,1200
BeF2,NdF3,0.59,0.41,-5582.89,1200
BeF2,NdF3,0.58,0.42,-5680.74,1200
BeF2,NdF3,0.57,0.43,-5774.24,1200
BeF2,NdF3,0.56,0.44,-5863.17,1200
BeF2,NdF3,0.55,0.45,-5947.27,1200
BeF2,NdF3,0.54,0.46,-6026.3,1200
BeF2,NdF3,0.53,0.47,-6100.03,1200
BeF2,NdF3,0.52,0.48,-6168.21,1200
BeF2,NdF3,0.51,0.49,-6230.61,1200
BeF2,NdF3,0.5,0.5,-6287,1200
BeF2,NdF3,0.49,0.51,-6337.16,1200
BeF2,NdF3,0.48,0.52,-6380.87,1200
BeF2,NdF3,0.47,0.53,-6417.93,1200
BeF2,NdF3,0.46,0.54,-6448.15,1200
BeF2,NdF3,0.45,0.55,-6471.33,1200
BeF2,NdF3,0.44,0.56,-6487.32,1200
BeF2,NdF3,0.43,0.57,-6495.94,1200
BeF2,NdF3,0.42,0.58,-6497.07,1200
BeF2,NdF3,0.41,0.59,-6490.58,1200
BeF2,NdF3,0.4,0.6,-6476.37,1200
BeF2,NdF3,0.39,0.61,-6454.33,1200
BeF2,NdF3,0.38,0.62,-6424.41,1200
BeF2,NdF3,0.37,0.63,-6386.55,1200
BeF2,NdF3,0.36,0.64,-6340.71,1200
BeF2,NdF3,0.35,0.65,-6286.88,1200
BeF2,NdF3,0.34,0.66,-6225.05,1200
BeF2,NdF3,0.33,0.67,-6155.25,1200
BeF2,NdF3,0.32,0.68,-6077.5,1200
BeF2,NdF3,0.31,0.69,-5991.84,1200
BeF2,NdF3,0.3,0.7,-5898.35,1200
BeF2,NdF3,0.29,0.71,-5797.09,1200
BeF2,NdF3,0.28,0.72,-5688.15,1200
BeF2,NdF3,0.27,0.73,-5571.61,1200
BeF2,NdF3,0.26,0.74,-5447.58,1200
BeF2,NdF3,0.25,0.75,-5316.18,1200
BeF2,NdF3,0.24,0.76,-5177.51,1200
BeF2,NdF3,0.23,0.77,-5031.69,1200
BeF2,NdF3,0.22,0.78,-4878.86,1200
BeF2,NdF3,0.21,0.79,-4719.14,1200
BeF2,NdF3,0.2,0.8,-4552.66,1200
BeF2,NdF3,0.19,0.81,-4379.55,1200
BeF2,NdF3,0.18,0.82,-4199.95,1200
BeF2,NdF3,0.17,0.83,-4013.98,1200
BeF2,NdF3,0.16,0.84,-3821.79,1200
BeF2,NdF3,0.15,0.85,-3623.49,1200
BeF2,NdF3,0.14,0.86,-3419.23,1200
BeF2,NdF3,0.13,0.87,-3209.12,1200
BeF2,NdF3,0.12,0.88,-2993.3,1200
BeF2,NdF3,0.11,0.89,-2771.88,1200
BeF2,NdF3,0.1,0.9,-2545,1200
BeF2,NdF3,0.09,0.91,-2312.76,1200
BeF2,NdF3,0.08,0.92,-2075.28,1200
BeF2,NdF3,0.07,0.93,-1832.67,1200
BeF2,NdF3,0.06,0.94,-1585.05,1200
BeF2,NdF3,0.05,0.95,-1332.52,1200
BeF2,NdF3,0.04,0.96,-1075.19,1200
BeF2,NdF3,0.03,0.97,-813.16,1200
BeF2,NdF3,0.02,0.98,-546.53,1200
BeF2,NdF3,0.01,0.99,-275.41,1200
BeF2,NdF3,0,1,0,1200
BeF2,PuF3,1,0,-12.88,1200
BeF2,PuF3,0.99,0.01,-84.11,1200
BeF2,PuF3,0.98,0.02,-152.86,1200
BeF2,PuF3,0.97,0.03,-219.15,1200
BeF2,PuF3,0.96,0.04,-282.98,1200
BeF2,PuF3,0.95,0.05,-344.37,1200
BeF2,PuF3,0.94,0.06,-403.33,1200
BeF2,PuF3,0.93,0.07,-459.89,1200
BeF2,PuF3,0.92,0.08,-514.06,1200
BeF2,PuF3,0.91,0.09,-565.86,1200
BeF2,PuF3,0.9,0.1,-615.33,1200
BeF2,PuF3,0.89,0.11,-662.48,1200
BeF2,PuF3,0.88,0.12,-707.35,1200
BeF2,PuF3,0.87,0.13,-749.96,1200
BeF2,PuF3,0.86,0.14,-790.35,1200
BeF2,PuF3,0.85,0.15,-828.54,1200
BeF2,PuF3,0.84,0.16,-864.58,1200
BeF2,PuF3,0.83,0.17,-898.48,1200
BeF2,PuF3,0.82,0.18,-930.3,1200
BeF2,PuF3,0.81,0.19,-960.07,1200
BeF2,PuF3,0.8,0.2,-987.81,1200
BeF2,PuF3,0.79,0.21,-1013.59,1200
BeF2,PuF3,0.78,0.22,-1037.42,1200
BeF2,PuF3,0.77,0.23,-1059.35,1200
BeF2,PuF3,0.76,0.24,-1079.42,1200
BeF2,PuF3,0.75,0.25,-1097.67,1200
BeF2,PuF3,0.74,0.26,-1114.14,1200
BeF2,PuF3,0.73,0.27,-1128.87,1200
BeF2,PuF3,0.72,0.28,-1141.91,1200
BeF2,PuF3,0.71,0.29,-1153.28,1200
BeF2,PuF3,0.7,0.3,-1163.03,1200
BeF2,PuF3,0.69,0.31,-1171.2,1200
BeF2,PuF3,0.68,0.32,-1177.83,1200
BeF2,PuF3,0.67,0.33,-1182.97,1200
BeF2,PuF3,0.66,0.34,-1186.64,1200
BeF2,PuF3,0.65,0.35,-1188.89,1200
BeF2,PuF3,0.64,0.36,-1189.77,1200
BeF2,PuF3,0.63,0.37,-1189.29,1200
BeF2,PuF3,0.62,0.38,-1187.52,1200
BeF2,PuF3,0.61,0.39,-1184.47,1200
BeF2,PuF3,0.6,0.4,-1180.2,1200
BeF2,PuF3,0.59,0.41,-1174.73,1200
BeF2,PuF3,0.58,0.42,-1168.1,1200
BeF2,PuF3,0.57,0.43,-1160.35,1200
BeF2,PuF3,0.56,0.44,-1151.52,1200
BeF2,PuF3,0.55,0.45,-1141.63,1200
BeF2,PuF3,0.54,0.46,-1130.73,1200
BeF2,PuF3,0.53,0.47,-1118.84,1200
BeF2,PuF3,0.52,0.48,-1106,1200
BeF2,PuF3,0.51,0.49,-1092.24,1200
BeF2,PuF3,0.5,0.5,-1077.59,1200
BeF2,PuF3,0.49,0.51,-1062.1,1200
BeF2,PuF3,0.48,0.52,-1045.77,1200
BeF2,PuF3,0.47,0.53,-1028.66,1200
BeF2,PuF3,0.46,0.54,-1010.78,1200
BeF2,PuF3,0.45,0.55,-992.17,1200
BeF2,PuF3,0.44,0.56,-972.86,1200
BeF2,PuF3,0.43,0.57,-952.87,1200
BeF2,PuF3,0.42,0.58,-932.24,1200
BeF2,PuF3,0.41,0.59,-910.99,1200
BeF2,PuF3,0.4,0.6,-889.15,1200
BeF2,PuF3,0.39,0.61,-866.75,1200
BeF2,PuF3,0.38,0.62,-843.82,1200
BeF2,PuF3,0.37,0.63,-820.37,1200
BeF2,PuF3,0.36,0.64,-796.45,1200
BeF2,PuF3,0.35,0.65,-772.08,1200
BeF2,PuF3,0.34,0.66,-747.28,1200
BeF2,PuF3,0.33,0.67,-722.07,1200
BeF2,PuF3,0.32,0.68,-696.5,1200
BeF2,PuF3,0.31,0.69,-670.58,1200
BeF2,PuF3,0.3,0.7,-644.34,1200
BeF2,PuF3,0.29,0.71,-617.81,1200
BeF2,PuF3,0.28,0.72,-591.01,1200
BeF2,PuF3,0.27,0.73,-563.98,1200
BeF2,PuF3,0.26,0.74,-536.74,1200
BeF2,PuF3,0.25,0.75,-509.32,1200
BeF2,PuF3,0.24,0.76,-481.76,1200
BeF2,PuF3,0.23,0.77,-454.07,1200
BeF2,PuF3,0.22,0.78,-426.3,1200
BeF2,PuF3,0.21,0.79,-398.48,1200
